name,hof_class,year_drafted,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
Wayman Tisdale,0.0,1985,81,28.1,14.7,6.4,12.4,51.5,0.0,0.0,0.0,2.0,2.9,68.4,2.4,4.9,7.2,1.0,0.4,0.5,2.3,14.6
Wayne Ellington,0.0,2009,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1.0,0.3,0.1,1.0,5.6
Wayne Robinson,0.0,1980,81,19.7,7.9,2.9,6.3,46.0,0.0,0.1,0.0,2.2,3.0,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,7.8
Wayne Simien,0.0,2005,43,9.6,3.4,1.3,2.8,48.3,0.0,0.0,0.0,0.7,0.8,88.2,0.9,1.2,2.0,0.2,0.3,0.0,0.6,3.8
Wesley Johnson,0.0,2010,79,26.2,9.0,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,1.9,0.7,0.7,1.2,8.5
Wesley Matthews,0.0,2009,82,24.7,9.4,3.3,6.9,48.3,0.8,2.0,38.2,2.0,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,9.1
Wesley Person,0.0,1994,78,23.1,10.4,4.0,8.2,48.4,1.5,3.4,43.6,1.0,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1.0,9.8
Will Barton,0.0,2012,73,12.2,4.0,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2.0,0.8,0.5,0.1,0.8,3.8
Will Solomon,0.0,2001,62,14.1,5.2,1.8,5.3,34.1,0.7,2.6,28.4,0.8,1.2,67.1,0.2,0.9,1.1,1.5,0.6,0.1,1.0,3.5
William Avery,0.0,1999,59,8.2,2.6,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0.7,1.5,0.2,0.0,0.7,2.0
William Bedford,0.0,1986,50,19.6,6.7,2.8,7.2,39.7,0.0,0.0,0.0,1.0,1.7,58.1,1.6,3.3,4.9,1.1,0.4,0.7,1.7,7.1
Willie Anderson,0.0,1988,81,33.8,18.6,7.9,15.9,49.8,0.0,0.3,19.0,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,19.0
Willie Burton,0.0,1990,76,25.4,12.0,4.5,10.2,44.1,0.1,0.4,13.3,3.0,3.9,78.2,1.5,2.0,3.4,1.4,0.9,0.3,1.9,9.7
Willie Cauley-Stein,0.0,2015,66,21.4,7.0,2.9,5.1,56.3,0.0,0.0,0.0,1.2,1.9,64.8,2.0,3.3,5.3,0.6,0.7,1.0,0.7,11.0
Willie Green,0.0,2003,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1.0,0.5,0.1,1.1,4.1
Willie Reed,0.0,2015,39,10.9,4.7,1.9,3.4,57.1,0.0,0.0,0.0,0.8,1.4,54.5,1.3,1.9,3.1,0.3,0.1,0.8,0.4,6.5
Willie White,0.0,1984,39,6.0,3.3,1.3,3.2,41.9,0.1,0.3,36.4,0.5,0.8,67.7,0.4,0.5,0.9,0.7,0.1,0.1,0.8,2.3
Willy Hernangomez,0.0,2016,28,13.6,5.5,2.3,4.1,56.0,0.1,0.2,33.3,0.8,1.1,71.9,1.5,3.2,4.7,0.8,0.3,0.5,1.2,8.5
Wilson Chandler,0.0,2007,35,19.6,7.3,3.0,6.9,43.8,0.3,0.9,30.0,1.0,1.5,63.0,1.1,2.5,3.6,0.9,0.4,0.5,0.8,7.5
Winston Bennett,0.0,1989,55,18.0,6.1,2.5,5.2,47.9,0.0,0.0,0.0,1.2,1.7,66.7,1.5,1.9,3.4,1.0,0.4,0.2,1.1,6.7
Winston Garland,0.0,1987,67,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1.0,2.4,3.4,6.4,1.7,0.1,2.5,14.8
Xavier Henry,0.0,2010,38,13.9,4.3,1.7,4.2,40.6,0.1,0.4,11.8,0.9,1.4,63.5,0.2,0.7,1.0,0.5,0.3,0.1,0.3,2.8
Xavier McDaniel,0.0,1985,82,33.0,17.1,7.0,14.3,49.0,0.0,0.1,20.0,3.0,4.4,68.7,3.7,4.2,8.0,2.4,1.2,0.5,3.0,17.4
Yakhouba Diawara,0.0,2006,64,18.4,4.4,1.6,4.6,34.2,0.8,2.7,28.8,0.5,0.8,66.0,0.4,1.3,1.7,0.9,0.5,0.1,0.6,3.7
Yao Ming,1.0,2002,82,29.0,13.5,4.9,9.8,49.8,0.0,0.0,50.0,3.7,4.5,81.1,2.4,5.8,8.2,1.7,0.4,1.8,2.1,17.6
Yi Jianlian,0.0,2007,66,25.0,8.6,3.3,7.9,42.1,0.1,0.3,28.6,1.8,2.2,84.1,1.6,3.6,5.2,0.8,0.6,0.8,1.4,9.7
Zach LaVine,0.0,2014,77,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,0.7,0.1,2.5,9.4
Zach Randolph,0.0,2001,41,5.8,2.8,1.2,2.6,44.9,0.0,0.0,0.0,0.4,0.7,66.7,0.8,0.9,1.7,0.3,0.2,0.1,0.4,3.0
Zan Tabak,0.0,1994,37,4.9,2.0,0.6,1.4,45.3,0.0,0.0,0.0,0.7,1.2,61.4,0.6,0.9,1.5,0.1,0.1,0.2,0.5,2.2
Zarko Cabarkapa,0.0,2003,49,11.6,4.1,1.7,4.0,41.1,0.1,0.7,18.8,0.7,1.1,66.0,0.5,1.5,2.0,0.8,0.2,0.3,1.1,3.6
Zaza Pachulia,0.0,2003,59,11.3,3.3,1.2,3.0,38.9,0.0,0.0,0.0,1.0,1.5,64.4,1.2,1.8,2.9,0.2,0.4,0.2,0.6,4.1
Zeljko Rebraca,0.0,2001,74,15.9,6.9,2.6,5.1,50.5,0.0,0.0,0.0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,0.4,1.0,1.1,8.6
Zoran Planinic,0.0,2003,49,9.7,3.1,1.1,2.6,41.1,0.2,0.7,28.1,0.8,1.2,63.3,0.3,0.8,1.1,1.4,0.3,0.1,0.7,3.2
Zydrunas Ilgauskas,0.0,1997,82,29.0,13.9,5.5,10.7,51.8,0.0,0.0,25.0,2.8,3.7,76.2,3.4,5.4,8.8,0.9,0.6,1.6,1.8,18.0
